order,dataset_index,image_id,image_path,reference_captions,seed,split,prompt_id,prompt_name,prompt_text,caption,clip_score,siglip_score,caption_len,generic_flag,temperature,top_p,max_new_tokens,caption_model,cache_version,cache_key,cache_hit
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,baseline,Baseline,Describe the image in one concise sentence.,A person in a red shirt is placing raw burger patties onto a charcoal grill in a grassy backyard.,0.3370434939861297,0.1868209838867187,19,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,3dac99d4ce4bd02286ae82aeb5ed86d9a3d7381e,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,sem_uncertainty_main_subject,Semantic uncertainty main subject,"Write one specific caption. Start with the main visible subject or scene, include concrete visible details, and use supported scene-level terms only when the image clearly supports them. Avoid ambiguous identities, emotions, or object states.",A person wearing a red shirt and blue jeans places two raw burger patties onto the grates of a black charcoal grill in a grassy outdoor area.,0.3532868325710296,0.2139795571565628,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,16e1d86fe73212288cfb9bb9ac53994f208fc6f0,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,supported_scene_one_sentence,Supported scene one sentence,"Describe the image in one sentence using visible evidence. Mention the main subject, visible action, setting, and any clearly supported scene category such as a meal, market, sport, display, or event.","A person in a red shirt is placing raw burger patties onto a black charcoal grill in a grassy backyard, indicating a casual outdoor meal preparation scene.",0.3788816928863525,0.172386035323143,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,2a36f7c4f0ff25e929a21ade5cb35c7b74e2ba80,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,main_subject_supported_context,Main subject supported context,"Start with the main subject, then describe the visible action and the surrounding context. Use only details that are clearly visible or strongly supported by visible objects, clothing, setting, or activity.","A person wearing a red t-shirt and blue jeans is placing raw hamburger patties onto the grates of a black, round charcoal grill. The person’s hands are visible, positioning the two patties on the grill. The grill is situated on a grassy lawn, and the person is leaning over it. To the",0.3629076182842254,0.2037309259176254,52,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,54a8ef4bfc6a88a4e759ff27d3001207c3d709d9,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,safe_semantic_retrieval,Safe semantic retrieval,"Write a caption useful for matching this image in a retrieval system. Include the main visible subject, action, setting, and distinctive visible objects, while avoiding unsupported guesses.",A person in a red shirt and blue jeans places raw burger patties onto the grill grates of a black charcoal grill in a grassy outdoor setting.,0.3380711078643799,0.2040847539901733,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,69e7477190fb5ee76714fa4bb759d3c6d158fac5,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,distinctive_subject_object,Distinctive subject-object,"Describe the image by focusing on the most distinctive visible subject or object, then add the action, setting, and one or two concrete details that make the image specific.","The most distinctive object is the black, round charcoal grill, its heavy cast-iron construction and open grate dominating the foreground. A person, wearing a red shirt and blue jeans, is leaning over the grill, carefully placing two raw, round hamburger patties onto the hot grates. The action is mid-motion — their",0.2933830320835113,0.1806052476167678,51,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,d75339690f236800da0c07438d426312b7722afe,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,foreground_or_shared_scene,Foreground or shared scene,"If one foreground subject dominates the image, describe that subject first with its visible action or object. Otherwise, describe the shared scene using the visible objects, actions, and setting that define it. Write one sentence.",A person in a red shirt is placing raw burger patties onto a black charcoal grill in a grassy outdoor setting.,0.3389505445957184,0.188854843378067,21,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,f5c09643732f174fa231a3c75e3219a71114c5a0,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,visible_evidence_caption,Visible evidence caption,"Write one caption grounded in visible evidence: main subject, visible action, important objects, setting, and supported scene meaning. Avoid vague mood words and avoid unsupported identities.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto the grates of a black charcoal grill in a grassy backyard. The grill lid rests nearby on the grass, and the person’s hands are actively positioning the patties for cooking. The scene depicts a routine outdoor cooking activity.",0.380252480506897,0.190395638346672,53,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,4c1365a36e1f10e09c5828b36461c0403224eaad,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,specific_scene_without_overdetail,Specific scene without overdetail,"Write a specific but compact caption. Mention the main subject or scene, the visible action, and the most important identifying details, but do not list minor background details.",Person placing raw burger patties on a black charcoal grill outdoors.,0.3467895686626434,0.1767767369747162,11,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,2a3a7a761b98e92529ecc2a7432277ef91d577cd,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,object_relation_scene,Object relation scene,"Describe the image in one sentence by naming the main subject, the visible object or person it interacts with, and the scene where the interaction occurs.",A person in a red shirt is placing raw burger patties onto the grill grate of a black charcoal grill in a grassy backyard.,0.3519414067268371,0.1855982095003128,24,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,fd11cb1f8c72fd8e6091dab9ffa8191d2573af9f,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,scene_defining_details,Scene-defining details,"Write a caption that captures the scene-defining details: the main subject, key visible objects, action, setting, and any supported activity or event type.","A person in a red shirt and jeans is carefully placing raw burger patties onto the grates of a black charcoal grill in a grassy backyard, preparing for a casual outdoor barbecue.",0.3699716329574585,0.1778890937566757,32,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,ac49d4b233f8ab48a0fc00bf445cef63b1e8c09b,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,avoid_generic_with_support,Avoid generic with support,"Avoid generic summaries such as people at an event, people eating, or a person standing. Instead, describe the visible evidence that supports the scene: subjects, objects, actions, clothing, setting, or equipment.","A person wearing a red t-shirt with partial lettering and blue jeans is actively placing two raw, round hamburger patties onto the grates of a black, round charcoal grill. The grill is situated on a grassy lawn, and its lid is resting on the ground nearby. The person’s hands are positioned over the",0.3509565889835357,0.2053076028823852,53,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,9a895d17d5186cecd01d9284e3e5cab10b6157cb,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,balanced_visual_semantic,Balanced visual semantic,"Write one balanced caption that combines concrete visible details with a natural scene description. Be specific enough to identify the image, but do not infer hidden intentions, emotions, or exact identities.","A person in a red shirt and blue jeans places two raw burger patties onto the grill grate of a black charcoal grill, set on a grassy lawn with a metal tool resting nearby.",0.3486151993274688,0.1990138739347458,34,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,5980df6d530ea3a44b374a4b5f1ad0920689f111,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,central_subject_or_scene_anchor,Central subject or scene anchor,"Identify whether the image is centered on a main subject or a broader scene, then write one caption around that visual center. Include visible objects, actions, and setting details that support it.","The image is centered on a main subject: a person grilling burgers. The visual focus is drawn to the individual’s hands placing raw patties onto the hot grill, with the black kettle-style barbecue and its lid nearby on the grass. The setting is an outdoor backyard with green grass and earthy ground, suggesting a",0.3329712152481079,0.1552344411611557,54,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,abf6abd3322d0076c38b26e9a8b89a97c2c0a33e,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,retrieval_compact,Retrieval compact,"Write a compact image-retrieval caption with concrete visible nouns, actions, colors, and setting words. Keep it fluent and avoid long lists or vague mood descriptions.",A person in a red shirt and blue jeans places raw burger patties onto a black charcoal grill in a grassy backyard.,0.3449384570121765,0.1986344456672668,22,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,7bfa690aea07ee0e650fbd2c8368b6ab0c90667b,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,supported_activity_caption,Supported activity caption,"If the image shows an activity, describe the visible evidence for that activity, including subjects, objects, body actions, setting, and equipment. If no activity is clear, describe the main visible subject and scene.","The image shows the activity of grilling hamburgers outdoors.

Visible evidence for this activity includes:

- **Subject**: A person, seen from the torso down, wearing a red t-shirt and blue jeans. Their hands are actively placing raw hamburger patties onto the grill.
- **Objects**: Three raw, round hamburger patt",0.3266618251800537,0.2019688636064529,49,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,c8e1da88da40c301f2f73374d65592105e87edf8,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,uncertainty_controlled_detail,Uncertainty controlled detail,"Write one detailed caption using clearly visible subjects, objects, actions, and setting. Use cautious wording for ambiguous objects or scene meanings, and avoid unsupported emotions or identities.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto the grates of a black, round charcoal grill situated on a grassy lawn. The individual’s hands are visible as they position the patties, and a metal tool, possibly a spatula or tongs, rests against the side of",0.3755878210067749,0.2022415399551391,52,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,eb5d4c5b9d9e936920f37054a662a5f7597652d3,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,main_action_scene_specific,Main action scene specific,"Describe the main visible action first, then the subject performing it and the scene-specific objects or setting around it. Use one concise sentence.",A person is placing raw burger patties onto a charcoal grill in a grassy backyard.,0.3456416726112366,0.1876555979251861,15,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,c354816dd5148dfd301cff9d6d904fd7d81dd452,False
