split_id,method_id,run_id,prompt_id,prompt_name,order,gallery_index,image_id,caption
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,0,0,flickr30k_test_028282,Green-shirted player holds ball while jumping.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,1,1,flickr30k_test_027821,"Woman in red tank top with ""MARY"" on bib runs."
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,2,2,flickr30k_test_001853,Man and woman stand on beach with blue shorts and bikini.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,3,3,flickr30k_test_003001,Man in red shirt and camouflage shorts is breakdancing on a white surface.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,4,4,flickr30k_test_002781,Pink hat is worn by person in crowd.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,5,5,flickr30k_test_011831,Seven people stand on a rocky peak under a bright sun above clouds.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,6,6,flickr30k_test_027377,Woman with long hair holds acoustic guitar under blue lights.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,7,7,flickr30k_test_005540,woman in red shirt walks with group on street.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,8,8,flickr30k_test_024116,Old man with white hair writes on gray pavement with brush.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,9,9,flickr30k_test_026508,Pink ribbon is twirled by a gymnast in mid-air.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,10,10,flickr30k_test_021945,Firefighter in black uniform stands near yellow arrow sign.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,11,11,flickr30k_test_027978,Person in pink shirt rides mountain bike on dirt trail.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,12,12,flickr30k_test_010097,Police officer in blue uniform holds camera near brown building.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,13,13,flickr30k_test_008243,blue uniform man holds shovel near stone wall.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,14,14,flickr30k_test_019855,"Two men sit on beige couches, one talking on phone."
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,15,15,flickr30k_test_006953,Little girl holds black umbrella in grassy park.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,16,16,flickr30k_test_019883,Man in green jacket walks on wooden plank beside rusted metal wall.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,17,17,flickr30k_test_001170,Three children are in a blue plastic tub.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,18,18,flickr30k_test_019044,"Two men stand on curling ice with brooms, one in blue jacket, one in red shirt."
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,19,19,flickr30k_test_022323,Orange-clad emergency responders attend to a damaged car.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,20,20,flickr30k_test_005189,Man in striped shirt holds cup near green tent.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,21,21,flickr30k_test_014112,"Woman in purple shirt stands beside food cart with ""BHETA"" logo."
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,22,22,flickr30k_test_020921,Man in gray tank top holds white PVC pipe on grass.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,23,23,flickr30k_test_012895,Two hikers with backpacks walk in snow-covered forest.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,24,24,flickr30k_test_026334,"Boxer in black headgear and blue gloves punches opponent wearing yellow trunks with ""TITLE"" belt."
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,25,25,flickr30k_test_023691,Two people sit near a silver trailer with red stripes.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,26,26,flickr30k_test_028188,Player in blue jersey with number 15 spikes volleyball.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,27,27,flickr30k_test_016681,Woman wearing brown coat walks on sidewalk near black fence.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,28,28,flickr30k_test_012191,Boy in dark blue jacket holds white paper.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,29,29,flickr30k_test_017831,Brown Ford car with yellow license plate drives on street.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,30,30,flickr30k_test_030661,Boy rides red bicycle on sidewalk.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,31,31,flickr30k_test_014576,"Man in black tank top with ""Ralf Wohy"" runs in race."
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,32,32,flickr30k_test_016451,Red lanterns hang from the wooden ceiling in the restaurant.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,33,33,flickr30k_test_008789,"Two women sit on sand; one wears red top and blue skirt, the other wears blue top with star tattoo on back."
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,34,34,flickr30k_test_029530,Two people paint colorful graffiti on a wall.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,35,35,flickr30k_test_001177,Man in black hat holds electric guitar with sunburst finish.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,36,36,flickr30k_test_028542,Child in orange shirt grinds substance in stone mortar.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,37,37,flickr30k_test_000899,Boy in black shorts performs backflip into blue water.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,38,38,flickr30k_test_011928,Child walks barefoot on sandy ground near blue bucket.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,39,39,flickr30k_test_015233,Person in red cap sits on ground near fallen tree branch.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,40,40,flickr30k_test_030534,Man in light blue shirt holds woman in light blue tank top.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,41,41,flickr30k_test_010435,Three people in costumes pose together at night.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,42,42,flickr30k_test_029745,Woman with yellow ear protection holds handgun at shooting range.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,43,43,flickr30k_test_012452,Two black dogs run on snow with a green ball.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,44,44,flickr30k_test_013880,Five people wearing lanyards stand together indoors.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,45,45,flickr30k_test_029222,Man with tattoos lies on red ropes in wrestling ring.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,46,46,flickr30k_test_028969,Man in straw hat walks across green field holding golf bag.
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,47,47,flickr30k_test_017227,checkered shirt person stands in crowd at club
flickr30k_retrieval_2000_seed2,qwen_textgrad_constrained,qwen_textgrad_constrained__flickr30k_retrieval_2000_seed2,textgrad_constrained,TextGrad Constrained,48,48,flickr30k_test_005389,People wearing white masks kneel on pavement holding banner with black text.
