split_id,method_id,run_id,prompt_id,prompt_name,order,gallery_index,image_id,caption
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,0,0,flickr30k_test_028282,"A handball player in a green and black uniform leaps into the air, powerfully throwing the ball, as a defender in a black and yellow uniform attempts to"
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,1,1,flickr30k_test_027821,"A determined female runner, Mary, sprints through a race, her focused expression and athletic form capturing the intensity of the moment."
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,2,2,flickr30k_test_001853,"A couple strolls along the beach, with the man in blue swim trunks and the woman in a two-piece, as gentle waves roll in and seag"
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,3,3,flickr30k_test_003001,"A breakdancer in a red shirt and cap is mid-mo, balancing on one hand and a foot, with a board in the other hand, as"
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,4,4,flickr30k_test_002781,"A lively concert crowd, with a woman in a pink hat and others with raised hands, all focused on the stage where a performer is being captured on a phone"
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,5,5,flickr30k_test_011831,"A group of hikers stands in silhouette on a mountaintop, gazing at the sun as it rises or sets, casting a brilliant starburst over a"
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,6,6,flickr30k_test_027377,"A singer with a guitar and a mic, performing on stage under blue, glowing lights."
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,7,7,flickr30k_test_005540,"A group of people in red shirts march together, some holding umbrellas, as they walk down a tree-lined street."
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,8,8,flickr30k_test_024116,"An elderly man carefully writes on a stone pavement, while a young girl in a colorful dress watches, her hand on her hip."
flickr30k_retrieval_2000_seed2,qwen_zerocap_weak_current,qwen_zerocap_weak_current__flickr30k_retrieval_2000_seed2,qwen_zerocap,Qwen ZeroCap Weak Current,9,9,flickr30k_test_026508,"A young rhythmic gymnast soars through the air, gracefully twirling a vibrant pink ribbon in a dynamic, mid-leap pose."
