cache_key,cache_hit,order,dataset_index,image_id,image_path,reference_captions,prompt_id,prompt_name,prompt_text,caption,clip_score,siglip_score,caption_len,generic_flag,temperature,top_p,max_new_tokens,caption_model,seed,split
91a4c6cdde7dc5d9,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",baseline,Baseline,Describe the image in one concise sentence.,A person in a red shirt is placing raw burger patties onto a charcoal grill in a grassy backyard.,0.33704349398612976,0.18682098388671875,19,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
51c8fb3d4761aaa7,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",sem_uncertainty_main_subject,Semantic uncertainty main subject,"Write one specific caption. Start with the main visible subject or scene, include concrete visible details, and use supported scene-level terms only when the image clearly supports them. Avoid ambiguous identities, emotions, or object states.",A person wearing a red shirt and blue jeans places two raw burger patties onto the grates of a black charcoal grill in a grassy outdoor area.,0.35328683257102966,0.2139795571565628,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
d49d925d1f48255c,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",supported_scene_one_sentence,Supported scene one sentence,"Describe the image in one sentence using visible evidence. Mention the main subject, visible action, setting, and any clearly supported scene category such as a meal, market, sport, display, or event.","A person in a red shirt is placing raw burger patties onto a black charcoal grill in a grassy backyard, indicating a casual outdoor meal preparation scene.",0.37888169288635254,0.172386035323143,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
fb56255af0cd444f,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",main_subject_supported_context,Main subject supported context,"Start with the main subject, then describe the visible action and the surrounding context. Use only details that are clearly visible or strongly supported by visible objects, clothing, setting, or activity.","A person wearing a red t-shirt and blue jeans is placing raw hamburger patties onto the grates of a black, round charcoal grill. The person’s hands are visible, positioning the two patties on the grill. The grill is situated on a grassy lawn, and the person is leaning over it. To the",0.36290761828422546,0.20373092591762543,52,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
bdd0b2da6c8d7203,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",safe_semantic_retrieval,Safe semantic retrieval,"Write a caption useful for matching this image in a retrieval system. Include the main visible subject, action, setting, and distinctive visible objects, while avoiding unsupported guesses.",A person in a red shirt and blue jeans places raw burger patties onto the grill grates of a black charcoal grill in a grassy outdoor setting.,0.3380711078643799,0.20408475399017334,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
094ce5edf7152e00,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",distinctive_subject_object,Distinctive subject-object,"Describe the image by focusing on the most distinctive visible subject or object, then add the action, setting, and one or two concrete details that make the image specific.","The most distinctive object is the black, round charcoal grill, its heavy cast-iron construction and open grate dominating the foreground. A person, wearing a red shirt and blue jeans, is leaning over the grill, carefully placing two raw, round hamburger patties onto the hot grates. The action is mid-motion — their",0.29338303208351135,0.18060524761676788,51,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
b6f7c3303eb39d6b,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",foreground_or_shared_scene,Foreground or shared scene,"If one foreground subject dominates the image, describe that subject first with its visible action or object. Otherwise, describe the shared scene using the visible objects, actions, and setting that define it. Write one sentence.",A person in a red shirt is placing raw burger patties onto a black charcoal grill in a grassy outdoor setting.,0.3389505445957184,0.18885484337806702,21,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
7d8ca249dfa37959,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",visible_evidence_caption,Visible evidence caption,"Write one caption grounded in visible evidence: main subject, visible action, important objects, setting, and supported scene meaning. Avoid vague mood words and avoid unsupported identities.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto the grates of a black charcoal grill in a grassy backyard. The grill lid rests nearby on the grass, and the person’s hands are actively positioning the patties for cooking. The scene depicts a routine outdoor cooking activity.",0.380252480506897,0.19039563834667206,53,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
c1a02748e42f54c7,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",specific_scene_without_overdetail,Specific scene without overdetail,"Write a specific but compact caption. Mention the main subject or scene, the visible action, and the most important identifying details, but do not list minor background details.",Person placing raw burger patties on a black charcoal grill outdoors.,0.34678956866264343,0.1767767369747162,11,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
d81d7aae7943f38f,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",object_relation_scene,Object relation scene,"Describe the image in one sentence by naming the main subject, the visible object or person it interacts with, and the scene where the interaction occurs.",A person in a red shirt is placing raw burger patties onto the grill grate of a black charcoal grill in a grassy backyard.,0.35194140672683716,0.1855982095003128,24,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
794d877fe38e0a0a,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",scene_defining_details,Scene-defining details,"Write a caption that captures the scene-defining details: the main subject, key visible objects, action, setting, and any supported activity or event type.","A person in a red shirt and jeans is carefully placing raw burger patties onto the grates of a black charcoal grill in a grassy backyard, preparing for a casual outdoor barbecue.",0.3699716329574585,0.17788909375667572,32,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
3a83333999f53acb,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",avoid_generic_with_support,Avoid generic with support,"Avoid generic summaries such as people at an event, people eating, or a person standing. Instead, describe the visible evidence that supports the scene: subjects, objects, actions, clothing, setting, or equipment.","A person wearing a red t-shirt with partial lettering and blue jeans is actively placing two raw, round hamburger patties onto the grates of a black, round charcoal grill. The grill is situated on a grassy lawn, and its lid is resting on the ground nearby. The person’s hands are positioned over the",0.35095658898353577,0.20530760288238525,53,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
61fc53e9ac3c2d55,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",balanced_visual_semantic,Balanced visual semantic,"Write one balanced caption that combines concrete visible details with a natural scene description. Be specific enough to identify the image, but do not infer hidden intentions, emotions, or exact identities.","A person in a red shirt and blue jeans places two raw burger patties onto the grill grate of a black charcoal grill, set on a grassy lawn with a metal tool resting nearby.",0.34861519932746887,0.1990138739347458,34,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
