image_id,prompt_id,siglip_score,baseline_siglip_score,delta_siglip,caption
1326,balanced_visual_semantic,0.2782243490219116,0.2511925995349884,0.027031749486923218,"A man in a black, yellow, and red sports jersey holds a red megaphone in one hand and a black umbrella in the other, standing beneath a cluster of directional signs pointing to cities like Johannesburg, Cape Town, and Sydney, with a brick building covered in ivy visible behind him."
8484,specific_scene_without_overdetail,0.1707393527030944,0.1666999608278274,0.004039391875267001,"Shoppers browse a well-lit supermarket aisle, with a man in a dark suit carrying blue baskets walking toward the camera."
12623,central_subject_or_scene_anchor,0.1918317079544067,0.1681913584470749,0.02364034950733182,"The image is centered on a main subject: a powerful black bull in mid-stride, bursting out of a yellow chute during a rodeo event. The bull’s muscular form, flared nostrils, and sharp horns are the visual anchor, with a rider clinging to its back, partially obscured by the animal’s motion"
13268,scene_defining_details,0.2677645683288574,0.2382384836673736,0.02952608466148382,"A young boy dressed in a red-and-white colonial-style uniform and a wide-brimmed hat enthusiastically holds a replica rifle, posing with a joyful expression as another child helps adjust his hat. They stand beside a table covered in camouflage fabric, displaying military gear and equipment, while adults in period and modern military attire look on"
13781,avoid_generic_with_support,0.1928748935461044,0.1363967061042785,0.056478187441825894,"A group of seven people are gathered around a cluttered dining table, engaged in a lively, informal meal. The table is covered with food remnants, including a partially eaten plate with a grilled sausage, a green bowl of salad, a plastic container with a blue lid, and a bottle of water. A woman in a"
15922,object_relation_scene,0.2581648826599121,0.2296952158212661,0.02846966683864602,"A smiling man sits in a red dune buggy labeled ""Moto Rent Colombia,"" gripping the steering wheel as he prepares to drive on a paved road near a covered outdoor rental facility."
16753,avoid_generic_with_support,0.2669798731803894,0.2179586142301559,0.049021258950233515,"A Black woman with short dark hair and a warm smile stands in an office or medical facility setting, wearing a light yellow, long-sleeved, full-body protective gown. The gown is covered in numerous handwritten signatures and drawings, including multiple handprints, suggesting it has been autographed by others, possibly as a gift"
24836,caption_like_human_observer,0.2577659785747528,0.182247519493103,0.07551845908164981,"A group of young people, mostly wearing blue uniforms, are gathered on a stone ledge outside a building, appearing to be students taking a break. One woman in a black top and shorts sits alone on the edge, talking on her phone. The scene suggests a moment of casual downtime in an institutional or campus setting, with"
27670,sem_uncertainty_main_subject,0.2139795571565628,0.1868209838867187,0.02715857326984411,A person wearing a red shirt and blue jeans places two raw burger patties onto the grates of a black charcoal grill in a grassy outdoor area.
29171,distinctive_subject_object,0.150971382856369,0.1389953643083572,0.01197601854801178,"The most distinctive subject is a male golfer captured mid-swing, his body twisted in a powerful follow-through. He’s wearing a navy blue long-sleeved shirt, light beige trousers, and a white cap with a blue logo, and his right foot is planted firmly while his left heel lifts slightly off the ground"
