image_id,prompt_id,siglip_score,baseline_siglip_score,delta_siglip,caption
1326,semantic_with_uncertainty_control,0.2751148343086242,0.2511925995349884,0.02392223477363581,"A man in a sports jersey stands beneath a cluster of directional signs, holding a megaphone in one hand and a black umbrella in the other, seemingly preparing to shout or direct attention in front of a historic brick building."
8484,semantic_with_uncertainty_control,0.1741763353347778,0.1666999608278274,0.007476374506950406,"Shoppers navigate a well-lit supermarket aisle, with one man in a dark suit carrying a blue shopping basket, while others browse nearby shelves stocked with goods and chilled items under bright fluorescent lights."
12623,msf_no_minor_details,0.1871155947446823,0.1681913584470749,0.018924236297607422,"The main subject is a large, dark-colored bull with prominent, curved horns, captured mid-stride as it charges forward. It is being ridden by a person in a cowboy hat and shirt, who is holding onto the bull’s back. The visible action is the bull bursting out of a yellow metal gate, kicking up"
13268,siglip_visible_alignment,0.2519554495811462,0.2382384836673736,0.013716965913772583,"A young boy in a red-and-white colonial-style costume holds a replica rifle, standing beside a table covered with camouflage fabric and military gear. He wears a brown tricorn hat and glasses, and is being gently guided by another boy in a brown jacket who holds the hat’s brim. Behind them, an adult in"
13781,supported_scene_grouping,0.1781791746616363,0.1363967061042785,0.04178246855735779,"A group of seven people is gathered around a cluttered dining table, engaged in a lively meal. The table is covered with plates, some with food remnants, including a partially eaten sausage and a small bowl of salad. A large green bowl of salad sits prominently in the center, alongside a clear plastic container with a blue"
15922,msf_object_relation,0.2528311312198639,0.2296952158212661,0.0231359153985978,"A smiling man sits in a red, open-frame dune buggy labeled ""Moto Rent Colombia,"" positioned on a paved area near a covered structure with other vehicles and equipment visible in the background."
16753,supported_scene_grouping,0.2494930773973465,0.2179586142301559,0.03153446316719061,"A woman stands in an office or medical facility, smiling broadly at the camera. She is wearing a light yellow, long-sleeved, disposable-style gown that is covered in handwritten signatures and drawings, including multiple handprints. Her arms are spread wide, displaying the decorated garment. The setting includes office furniture such as filing"
24836,msf_concrete_context,0.2337612211704254,0.182247519493103,0.05151370167732239,"The main visible subject is a young woman in a black tank top and shorts, sitting cross-legged on a concrete ledge while talking on her phone, surrounded by a group of students in blue uniforms gathered nearby on the same ledge in front of a brick and stone building."
27670,siglip_visible_alignment,0.2103400975465774,0.1868209838867187,0.023519113659858704,"A person in a red shirt and blue jeans is placing two raw, round, pinkish-brown burger patties onto the grates of a black, round charcoal grill. The grill sits on a grassy lawn, with its lid resting nearby on the left. The person’s hands are positioned over the grill, actively"
29171,siglip_visible_alignment,0.1633686572313308,0.1389953643083572,0.024373292922973577,"A golfer in a navy blue shirt and beige pants is captured mid-swing on a lush green golf course. He wears a white cap and white golf shoes, and his body is twisted in the follow-through motion, with the golf club raised high above his head. The fairway stretches out in front of him,"
