order,dataset_index,image_id,image_path,reference_captions,seed,split,prompt_id,prompt_name,prompt_text,caption,clip_score,siglip_score,caption_len,generic_flag,temperature,top_p,max_new_tokens,caption_model,cache_version,cache_key,cache_hit
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,baseline,Baseline,Describe the image in one concise sentence.,A person in a red shirt is placing raw burger patties onto a charcoal grill in a grassy backyard.,0.3370434939861297,0.1868209838867187,19,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,3dac99d4ce4bd02286ae82aeb5ed86d9a3d7381e,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,caption_like_human_observer,Caption like human observer,"Write one caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","A person in a red shirt and blue jeans is carefully placing raw hamburger patties onto the grill grate of a black charcoal grill in a grassy backyard. The grill lid rests nearby on the grass, and the person’s hands are positioned over the patties, suggesting they are in the process of starting a barbecue.",0.3778698742389679,0.1942062228918075,55,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,125cac218ea8a5471022b9445ff0d4a6a851eab3,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,semantic_with_uncertainty_control,Semantic with uncertainty control,"Write a caption that combines visible details with supported scene understanding. Do not confidently name ambiguous object states, identities, or emotions unless they are visually clear.","A person in a red shirt and blue jeans carefully places raw burger patties onto the grates of a black charcoal grill in a grassy backyard, with the grill lid resting nearby.",0.3703438341617584,0.20420192182064056,32,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,e278b10b617a0d748bbc87e2584d19b7141bd730,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,main_subject_first,Main subject first,"Describe the image in one sentence. Start with the main subject, then describe the action and surrounding scene.",A person in a red shirt and jeans is placing raw burger patties onto the grill of a black charcoal barbecue in a grassy backyard.,0.35000720620155334,0.19218358397483826,25,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,718b9cdf3ad9459d75a5c09e0285b56d1d311e47,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,observer_compact_evidence,Observer compact evidence,"Write one compact caption as a careful human observer would. State what is visibly happening, name the important subjects and objects, and keep any scene interpretation clearly supported by visual evidence.","A person in a red shirt and jeans carefully places raw burger patties onto the grates of a black charcoal grill in a grassy backyard, with the grill lid resting nearby.",0.3704588711261749,0.20025333762168884,31,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,b597246d25cfc4e0ae364da211b287ab1da08bf4,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,observer_subject_action_objects,Observer subject-action-objects,"Write one caption as a careful observer would: describe the main visible subject, the action taking place, the important objects, and the supported scene context.","A person in a red shirt and blue jeans is carefully placing raw burger patties onto the grates of a black charcoal grill in a grassy backyard, preparing for an outdoor barbecue.",0.3708103895187378,0.1870240569114685,32,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,f1cfec95b37909e13714c3cd35bf79e65ad3181b,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,observer_identifying_details,Observer identifying details,"Write one caption as a careful human observer would. Include the visible subjects, actions, and the few identifying objects or details that make this image specific.","A person in a red shirt and blue jeans carefully places raw burger patties onto the grates of a black charcoal grill, their hands positioned just above the sizzling surface, with a grassy backyard and a detached grill lid visible nearby.",0.37655162811279297,0.20229285955429077,41,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,4afa9cfa1eec610408eae7507bb079372a2d5e0b,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,observer_supported_scene_meaning,Observer supported scene meaning,"Write one caption as a careful observer would. Describe the visible subjects, objects, and actions, and include a broader scene meaning only when it is clearly supported.","A person in a red shirt and blue jeans is carefully placing raw hamburger patties onto the grates of a black charcoal grill in a grassy backyard. Their hands are positioned over the grill, gently adjusting the meat as they prepare to cook. A metal tool rests on the grass nearby, and the grill lid lies on",0.34627771377563477,0.1773248314857483,57,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,4420320c777328377247e0fd048aea172c50911a,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,observer_no_guessing,Observer no guessing,"Write one caption as a careful human observer would. Describe what is visibly happening and the important visible objects, without guessing identities, emotions, intentions, or ambiguous object states.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto the grill grate of a black, round charcoal grill. The grill is situated on a grassy lawn, and the person’s hands are visible as they position the patties. A metal tool, possibly a spatula or tongs, rests",0.37166184186935425,0.20073890686035156,52,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,c255db1771d1ef2f2a464f761ae04409e3519d69,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",0,test,observer_scene_specific,Observer scene specific,"Write one scene-specific caption as a careful observer would. Avoid generic summaries by naming the important visible subjects, objects, actions, and supported setting.","A person in a red shirt and blue jeans carefully places two raw, round burger patties onto the grates of a black charcoal grill, their hands positioned just above the hot surface as they prepare for cooking, with the grill lid resting nearby on the grassy backyard lawn.",0.35851019620895386,0.21073654294013977,48,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,clip_siglip_v1,445c6f96b1b6dd34a42b61ab60c056d9efa75a75,False
