split_id,method_id,run_id,prompt_id,prompt_name,order,gallery_index,image_id,caption
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,0,0,flickr30k_test_028282,"A player in a green jersey is mid-air, leaping forward and upward with his right arm extended to throw a handball, while a defender in a black and yellow jersey moves alongside him, both in motion across the midground of an indoor court with visible banners and windows in the background."
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,1,1,flickr30k_test_027821,"A female runner, wearing a red Adidas tank top with ""MARY"" and ""ING"" visible on her bib, is moving forward toward the camera while slightly leaning forward, her gaze directed ahead, with her right hand gripping her left arm and her left hand near her chest, as spectators stand stationary in the background; the"
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,2,2,flickr30k_test_001853,"A shirtless man in blue patterned swim trunks stands in the foreground on the sandy beach, holding a blue bottle in his right hand while facing a woman in a black bikini who stands beside him with her back to the camera, both positioned near the water’s edge where waves are breaking; a small bird is visible"
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,3,3,flickr30k_test_003001,"A man in a red shirt and camouflage shorts, wearing a backward cap and sneakers, is mid-motion in a low, wide stance on a light-colored paved surface, his body angled diagonally across the frame with his right hand touching the ground and his left hand gripping a skateboard vertically positioned beside his left leg, while his"
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,4,4,flickr30k_test_002781,"In a dimly lit concert venue with green vertical lighting, a crowd of people, many with arms raised and phones held up, stands in the foreground and midground, facing forward toward a stage in the background, while one woman in a black leather jacket and pink hat looks upward with an open mouth, her right hand"
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,5,5,flickr30k_test_011831,"Seven silhouetted hikers stand stationary in a line across the foreground of a rocky mountain peak, facing forward toward the horizon with their heads up, as a bright sun directly overhead casts long shadows toward the lower left and illuminates a sea of clouds below."
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,6,6,flickr30k_test_027377,"A woman standing in the midground, facing the camera with her head tilted slightly downward and gaze directed toward the guitar she is holding with both hands, strums an acoustic guitar while singing into a microphone positioned in front of her; behind her, two large blue spherical lights hang in the background, and she wears a sequ"
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,7,7,flickr30k_test_005540,"A woman in a red ""COALITION"" shirt stands in the foreground, her right hand raised to her head while her left hand holds a camera around her neck, as she and surrounding people in red shirts walk forward in a crowd under umbrellas on a paved street with trees and buildings in the background under bright daylight"
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,8,8,flickr30k_test_024116,"A young girl in a blue patterned dress stands stationary with her hands on her hips in the foreground while an older man in a white shirt bends forward, holding a paintbrush in his right hand and a paint can in his left, applying black paint to the gray stone pavement directly in front of her; in the background"
flickr30k_retrieval_1000_seed2_head,qwen_behavior_residual_best,qwen_behavior_residual_best__flickr30k_retrieval_1000_seed2_head,behavior_residual_best,Behavior Residual Best,9,9,flickr30k_test_026508,"A rhythmic gymnast in a bright pink and green leotard is captured mid-air, leaping upward and to the left while extending her arms to hold and manipulate a long, flowing pink ribbon that arcs gracefully across the frame, her gaze directed upward and to her left as she performs in a gymnasium with"
