cache_key,cache_hit,order,dataset_index,image_id,image_path,reference_captions,prompt_id,prompt_name,prompt_text,caption,clip_score,siglip_score,caption_len,generic_flag,temperature,top_p,max_new_tokens,caption_model,seed,split
91a4c6cdde7dc5d9,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",baseline,Baseline,Describe the image in one concise sentence.,A person in a red shirt is placing raw burger patties onto a charcoal grill in a grassy backyard.,0.33704349398612976,0.18682098388671875,19,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
333f403e44d3cc81,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",main_subject_first,Main subject first,"Describe the image in one sentence. Start with the main subject, then describe the action and surrounding scene.",A person in a red shirt and jeans is placing raw burger patties onto the grill of a black charcoal barbecue in a grassy backyard.,0.35000720620155334,0.19218358397483826,25,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
74459fef67a165a0,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",clip_friendly,CLIP-friendly,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, and scene.",A person in a red shirt places raw burger patties onto a charcoal grill in a grassy backyard.,0.3507519066333771,0.18810488283634186,18,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
afa420ec588817ee,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",dense_visual,Dense visual caption,"Describe the image in one specific sentence including the main subject, action, setting, and important visible objects.",A person in a red shirt and jeans is placing raw hamburger patties onto the grill grates of a black charcoal grill in a grassy backyard.,0.34150660037994385,0.19884201884269714,26,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
de69789a8a7755c0,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",no_inference,No inference,"Describe only what can be directly seen in the image. Do not infer unseen events, intentions, or identities.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto a black, round charcoal grill. The grill is situated on a grassy area. The lid of the grill is on the ground to the left. The person's hands are visible as they handle the patties.",0.3882572054862976,0.2154802829027176,50,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
77753c8bf7f408b3,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",semantic_with_uncertainty_control,Semantic with uncertainty control,"Write a caption that combines visible details with supported scene understanding. Do not confidently name ambiguous object states, identities, or emotions unless they are visually clear.","A person in a red shirt and blue jeans carefully places raw burger patties onto the grates of a black charcoal grill in a grassy backyard, with the grill lid resting nearby.",0.3703438341617584,0.20420192182064056,32,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
d6665e15e41a3324,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",careful_semantic_caption,Careful semantic caption,"Write one specific caption using visible subjects, objects, actions, and setting. Use semantic terms such as event, costume, market, meal, sport, or display only when they are clearly supported by the image.","A person in a red shirt and jeans is placing raw burger patties onto a charcoal grill in a grassy backyard, preparing for a meal.",0.3600756525993347,0.18927507102489471,25,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
b58b81c6261e1941,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",people_scene_balance,People-scene balance,"For images with people, describe the visible people only as much as needed, then include the objects, setting, and activity that define the scene.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto the grill grate of a black, round charcoal grill. The scene is set outdoors on a grassy lawn, with the grill positioned on the ground. A metal tool, likely a grill brush or tongs, rests against the side of the",0.3322769105434418,0.17943716049194336,55,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
ac73bad332e2bb4e,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",caption_for_retrieval,Caption for retrieval,"Write a caption useful for retrieving this image from a large image database. Include the main visible subject, distinctive objects, action, setting, and any clearly visible colors or spatial relations.","A person in a red shirt and blue jeans is placing raw burger patties onto a black charcoal grill in a grassy backyard setting. The grill lid rests nearby on the grass, and the person’s hands are actively positioning the patties on the grates. The scene suggests outdoor cooking, with natural daylight and green grass",0.3833272159099579,0.19187182188034058,55,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
ea3a9241d98c835b,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",compact_grounded_detail,Compact grounded detail,"Write a compact but specific caption. Include the main subject, visible action, setting, and two or three image-defining details.","A person in a red shirt and jeans places raw burger patties onto a black charcoal grill in a grassy backyard, with a grill lid resting nearby and a metal tool handle visible.",0.3719244599342346,0.18911172449588776,33,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
