image_id,prompt_id,siglip_score,baseline_siglip_score,delta_siglip,caption
1326,supported_semantic_compact,0.2785084247589111,0.2511925995349884,0.027315825223922674,"A man in a black-and-yellow sports jersey with “CARRY” on the chest holds a red megaphone in one hand and a black umbrella in the other, standing beneath a cluster of directional signs pointing to cities like Johannesburg, Cape Town, and Sydney with distances in kilometers. Behind him, a brick building with"
8484,visible_action_supported_context,0.1887038052082061,0.1666999608278274,0.022003844380378695,"Shoppers browse and walk through a well-lit supermarket aisle, with a man in a dark suit carrying a blue basket leading the foreground activity."
12623,important_not_minor,0.1836369037628173,0.1681913584470749,0.01544554531574241,"This is a dynamic, action-packed photograph capturing a moment during a bull riding event, likely at a rodeo.

The central focus is a powerful, dark-colored bull in mid-stride, charging forward with its front hooves lifted off the ground. It has large, curved horns and is kicking up a significant cloud of"
13268,visible_happening_subject_object,0.2606464028358459,0.2382384836673736,0.02240791916847229,A young boy in a Revolutionary War-style costume is enthusiastically holding up a large hat while standing next to a table displaying military gear and rifles in an outdoor field setting.
13781,supported_semantic_compact,0.1892424821853637,0.1363967061042785,0.05284577608108518,"A group of six friends gathers around a cluttered dining table, laughing and eating a casual meal. Visible details include a green salad bowl, a bottle of beer, a can of soda, a plastic water bottle, and plates with leftover food and utensils. One woman pours a reddish liquid from a pitcher into a"
15922,visible_action_supported_context,0.2526592016220093,0.2296952158212661,0.022963985800743186,"A smiling man is seated and gripping the steering wheel of a red dune buggy, ready to drive, with a ""Moto Rent Colombia"" sign visible on the vehicle, suggesting he's preparing for an off-road adventure at a rental facility."
16753,supported_semantic_no_mood,0.2506891787052154,0.2179586142301559,0.03273056447505951,"A woman stands in an office environment, smiling at the camera. She is wearing a light yellow, long-sleeved, disposable-style gown that is covered with numerous handwritten signatures and drawings, including several handprints. Her arms are extended outward, displaying the full extent of the gown. She has dark hair, is wearing"
24836,observer_visible_happening,0.2385669350624084,0.182247519493103,0.05631941556930539,"A group of young people, mostly in matching blue shirts, are gathered on a wide stone ledge outside a modern building, appearing to be students taking a break. One woman in a black top and shorts sits alone on the right, casually talking on her phone. The others are clustered together, some looking down at phones or"
27670,supported_semantic_no_mood,0.219559371471405,0.1868209838867187,0.03273838758468631,"A person is placing raw hamburger patties onto the grates of a black, round charcoal grill. The individual, whose torso and arms are visible, is wearing a red short-sleeved shirt and blue jeans. Their hands are positioned over the grill, with fingers pressing down on the patties as they are being arranged"
29171,important_not_minor,0.1648069471120834,0.1389953643083572,0.025811582803726196,"The image captures a golfer in the middle of a powerful swing on a lush, green golf course. The golfer, seen from the back, is wearing a dark blue long-sleeved shirt, light beige trousers, and a white cap with a logo. He is in the follow-through phase of his swing,"
