order,dataset_index,image_id,image_path,reference_captions,prompt_id,prompt_name,prompt_text,caption,clip_score,siglip_score,caption_len,generic_flag,temperature,top_p,max_new_tokens,caption_model,seed,split,baseline_clip_score,baseline_siglip_score,delta_clip,delta_siglip,clip_win,siglip_win
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",msf_concrete_context,MSF concrete context,"Start with the main visible subject. In the same sentence, describe the subject's visible action, one or two concrete attributes, and the surrounding scene context that helps identify the image.",A person in a red shirt and blue jeans is placing raw burger patties onto a black charcoal grill in a grassy backyard.,0.3409712612628937,0.19907541573047638,23,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",msf_object_relation,MSF object relation,"Describe the image in one sentence by starting with the main subject, then clearly mentioning the visible object they interact with and the scene where the interaction happens.",A person in a red shirt is placing raw burger patties onto a black charcoal grill in a grassy outdoor setting.,0.3389505445957184,0.18885484337806702,21,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",msf_no_minor_details,MSF no minor details,"Describe the main subject first, then the visible action and setting. Include only details that make the image more identifiable, and avoid minor appearance details.","A person is placing raw hamburger patties onto a round, black charcoal grill. The individual is wearing a red shirt and blue jeans and is leaning over the grill, using their hands to position the patties on the grates. The scene takes place outdoors on a grassy lawn, with the grill situated on the ground",0.3618234097957611,0.1981423944234848,55,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",supported_scene_grouping,Supported scene grouping,"Use concrete visible evidence to describe the image, but also use a clear scene-level phrase when the objects, clothing, setting, or activity visibly support it. Avoid unsupported identities or intentions.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto the grill grate of a black, round charcoal grill in a grassy outdoor setting. The person’s hands are visible as they position the patties, and a metal tool, likely a spatula or tongs, rests on the edge of",0.38228827714920044,0.20300592482089996,53,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",careful_semantic_caption,Careful semantic caption,"Write one specific caption using visible subjects, objects, actions, and setting. Use semantic terms such as event, costume, market, meal, sport, or display only when they are clearly supported by the image.","A person in a red shirt and jeans is placing raw burger patties onto a charcoal grill in a grassy backyard, preparing for a meal.",0.3600756525993347,0.18927507102489471,25,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",grounded_but_not_literal,Grounded but not literal,"Describe what is visibly present, but do not reduce the image to a literal object list. Group visible evidence into a natural scene description while avoiding guesses about hidden intent.","A person, wearing a red shirt and blue jeans, is standing over a black, round charcoal grill placed on a grassy lawn. Their hands are actively placing raw, round burger patties onto the grill grate. A metal tool, likely a spatula or tongs, rests against the side of the grill. To",0.33648812770843506,0.1990579068660736,51,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",semantic_with_uncertainty_control,Semantic with uncertainty control,"Write a caption that combines visible details with supported scene understanding. Do not confidently name ambiguous object states, identities, or emotions unless they are visually clear.","A person in a red shirt and blue jeans carefully places raw burger patties onto the grates of a black charcoal grill in a grassy backyard, with the grill lid resting nearby.",0.3703438341617584,0.20420192182064056,32,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",visual_keyword_sentence,Visual keyword sentence,"Write one fluent caption containing the most important visible nouns, actions, colors, and scene words. Avoid vague mood descriptions and avoid unnecessary minor details.",A person in a red shirt and blue jeans places raw burger patties onto a black charcoal grill in a grassy backyard.,0.3449384570121765,0.19863444566726685,22,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",siglip_visible_alignment,SigLIP visible alignment,"Write a visually aligned caption. Prioritize concrete visible subjects, objects, actions, colors, spatial relations, and setting over abstract descriptions.","A person in a red shirt and blue jeans is placing two raw, round, pinkish-brown burger patties onto the grates of a black, round charcoal grill. The grill sits on a grassy lawn, with its lid resting nearby on the left. The person’s hands are positioned over the grill, actively",0.3890361189842224,0.21034009754657745,50,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",image_specific_caption,Image-specific caption,"Write a caption that would distinguish this exact image from other images of the same general scene. Mention the main subject, the key visible object or action, and one scene-specific detail.","A person in a red shirt carefully places raw burger patties onto a black charcoal grill, with a grassy backyard and a detached grill lid visible nearby.",0.3732234537601471,0.1919035017490387,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",foreground_then_background,Foreground then background,"If the image has a clear foreground subject, describe it first with what it is doing or holding. Then add the background scene only as supporting context.","A person is placing raw hamburger patties onto the grill grates of a black charcoal grill. Their hands are positioned over the grill, carefully positioning the patties for cooking.

The background consists of a grassy outdoor area, with the grill situated on the lawn. A metal tool handle lies on the grass nearby, and",0.35735562443733215,0.1758209615945816,54,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",dominant_subject_or_scene,Dominant subject or scene,Decide whether the image is mainly about a dominant foreground subject or a broader scene. Write one caption focused on whichever is more visually important.,"A person carefully places burger patties on a charcoal grill, capturing the focused, hands-on moment of backyard barbecue preparation.",0.337392657995224,0.1562323421239853,19,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",people_scene_balance,People-scene balance,"For images with people, describe the visible people only as much as needed, then include the objects, setting, and activity that define the scene.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto the grill grate of a black, round charcoal grill. The scene is set outdoors on a grassy lawn, with the grill positioned on the ground. A metal tool, likely a grill brush or tongs, rests against the side of the",0.3322769105434418,0.17943716049194336,55,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",avoid_generic_social,Avoid generic social,"Do not summarize the image only as people gathering, eating, shopping, or enjoying an event. Instead, name the visible objects, actions, and setting details that make the scene specific.","- A person wearing a red t-shirt with partial text (“FIR...”) and blue jeans is standing over a black, round charcoal grill.
- The person is actively placing or adjusting two raw, round, pinkish-brown hamburger patties onto the grill grates.
- The grill has a metal handle on its",0.3157063126564026,0.2067093849182129,49,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",specific_event_evidence,Specific event evidence,"If the image shows an event or activity, describe the visible evidence for that event: clothing, objects, tools, signs, food, equipment, body actions, or setting.","Based on the visible evidence in the image, the event is a person grilling hamburgers outdoors.

Here is a description of the visible evidence supporting this activity:

*   **Clothing:** The person is wearing casual attire suitable for outdoor cooking: a red t-shirt and blue jeans.
*   **Objects & Food:**",0.30723807215690613,0.1561160385608673,49,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",salient_details_only,Salient details only,"Write one grounded caption using only salient visible details: the main subject, key action, important objects, and setting. Do not list small details unless they help identify the image.",A person in a red shirt and blue jeans is placing raw burger patties onto a black charcoal grill in a grassy backyard.,0.3409712612628937,0.19907541573047638,23,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",compact_grounded_detail,Compact grounded detail,"Write a compact but specific caption. Include the main subject, visible action, setting, and two or three image-defining details.","A person in a red shirt and jeans places raw burger patties onto a black charcoal grill in a grassy backyard, with a grill lid resting nearby and a metal tool handle visible.",0.3719244599342346,0.18911172449588776,33,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",examples_anchor_caption,Examples anchor caption,"Write one visually grounded caption. Focus on the image-defining anchor, not a generic scene label. For example, prefer 'a man in a suit holding a blue basket in a supermarket aisle' over 'a person shopping', and prefer 'a cluttered table with plates and a salad bowl' over 'people eating together'.",A person in a red shirt placing raw burger patties onto the grates of a black charcoal grill in a grassy backyard.,0.34434810280799866,0.18601202964782715,22,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",examples_semantic_caution,Examples semantic caution,"Describe concrete visible evidence and use supported scene terms. For example, visible uniforms and equipment can support 'military-style display', but do not infer identities, emotions, or ambiguous object states. Write one specific caption.",Visible evidence of a black kettle-style grill with metal grates and a lid resting on grass supports a 'backyard barbecue setup'.,0.2861731946468353,0.09865337610244751,21,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",caption_for_retrieval,Caption for retrieval,"Write a caption useful for retrieving this image from a large image database. Include the main visible subject, distinctive objects, action, setting, and any clearly visible colors or spatial relations.","A person in a red shirt and blue jeans is placing raw burger patties onto a black charcoal grill in a grassy backyard setting. The grill lid rests nearby on the grass, and the person’s hands are actively positioning the patties on the grates. The scene suggests outdoor cooking, with natural daylight and green grass",0.3833272159099579,0.19187182188034058,55,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",msf_concrete_context,MSF concrete context,"Start with the main visible subject. In the same sentence, describe the subject's visible action, one or two concrete attributes, and the surrounding scene context that helps identify the image.","A black bull with large, curved horns is mid-stride, kicking up dust as it charges forward in a rodeo arena, surrounded by yellow chutes and spectators in cowboy hats.",0.3351048529148102,0.1762019842863083,29,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",msf_object_relation,MSF object relation,"Describe the image in one sentence by starting with the main subject, then clearly mentioning the visible object they interact with and the scene where the interaction happens.","A bull rider clings to a powerful black bull as it bucks wildly in a dusty rodeo arena, surrounded by yellow chutes and spectators.",0.34342315793037415,0.1673978567123413,24,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",msf_no_minor_details,MSF no minor details,"Describe the main subject first, then the visible action and setting. Include only details that make the image more identifiable, and avoid minor appearance details.","The main subject is a large, dark-colored bull with prominent, curved horns, captured mid-stride as it charges forward. It is being ridden by a person in a cowboy hat and shirt, who is holding onto the bull’s back. The visible action is the bull bursting out of a yellow metal gate, kicking up",0.31989794969558716,0.1871155947446823,53,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",supported_scene_grouping,Supported scene grouping,"Use concrete visible evidence to describe the image, but also use a clear scene-level phrase when the objects, clothing, setting, or activity visibly support it. Avoid unsupported identities or intentions.","The image captures a dynamic moment during a bull riding event, likely at a rodeo. A large, dark-colored bull with prominent, curved horns is in mid-stride, kicking up a cloud of dust as it moves forward with force. The bull’s rider, wearing a cowboy hat, a plaid shirt, and",0.32391324639320374,0.154836505651474,49,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,,,,,False,False
