order,dataset_index,image_id,image_path,reference_captions,prompt_id,prompt_name,prompt_text,caption,clip_score,siglip_score,caption_len,generic_flag,temperature,top_p,max_new_tokens,caption_model,seed,split,baseline_clip_score,baseline_siglip_score,delta_clip,delta_siglip,clip_win,siglip_win
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",baseline,Baseline,Describe the image in one concise sentence.,A person in a red shirt is placing raw burger patties onto a charcoal grill in a grassy backyard.,0.33704349398612976,0.18682098388671875,19,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.0,0.0,False,False
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",object_action,Object-action,"Describe the image by naming the main visible subject, action, and setting in one sentence.",A person in a red shirt is placing raw burger patties onto a black charcoal grill in a grassy backyard.,0.33630940318107605,0.18823502957820892,20,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,-0.0007340908050537109,0.0014140456914901733,False,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",grounded_detail,Grounded detail,"Generate a visually grounded caption. Mention only objects, actions, and scene details clearly visible in the image.","A person in a red shirt and blue jeans is placing raw hamburger patties onto the grill grate of a black charcoal grill. The grill is situated on a grassy lawn, and the person's hands are actively positioning the patties. A metal tool, likely a spatula or tongs, rests on the edge of",0.36076268553733826,0.20760004222393036,53,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.023719191551208496,0.02077905833721161,True,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",anti_generic,Anti-generic,Describe the image with concrete visible objects and actions. Avoid generic descriptions.,"A person wearing a red t-shirt and blue jeans is placing two raw, round, pinkish-brown hamburger patties onto the grates of a black, round charcoal grill. Their hands are positioned over the grill, with fingers pressing down on the patties. The grill has a metal handle on its right side and",0.35619470477104187,0.21245285868644714,51,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.01915121078491211,0.025631874799728394,True,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",main_subject_first,Main subject first,"Describe the image in one sentence. Start with the main subject, then describe the action and surrounding scene.",A person in a red shirt and jeans is placing raw burger patties onto the grill of a black charcoal barbecue in a grassy backyard.,0.35000720620155334,0.19218358397483826,25,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.012963712215423584,0.005362600088119507,True,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",clip_friendly,CLIP-friendly,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, and scene.",A person in a red shirt places raw burger patties onto a charcoal grill in a grassy backyard.,0.3507519066333771,0.18810488283634186,18,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.013708412647247314,0.001283898949623108,True,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",no_inference,No inference,"Describe only what can be directly seen in the image. Do not infer unseen events, intentions, or identities.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto a black, round charcoal grill. The grill is situated on a grassy area. The lid of the grill is on the ground to the left. The person's hands are visible as they handle the patties.",0.3882572054862976,0.2154802829027176,50,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.05121371150016785,0.02865929901599884,True,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",dense_visual,Dense visual caption,"Describe the image in one specific sentence including the main subject, action, setting, and important visible objects.",A person in a red shirt and jeans is placing raw hamburger patties onto the grill grates of a black charcoal grill in a grassy backyard.,0.34150660037994385,0.19884201884269714,26,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.004463106393814087,0.012021034955978394,True,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",short_phrase,Short phrase,Describe the image in a short phrase focusing on the main visible subject and action.,Person placing burger patties on a charcoal grill.,0.341541051864624,0.19712385535240173,8,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.004497557878494263,0.010302871465682983,True,True
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",two_sentence_detail,Two-sentence detail,"Describe the image in two short sentences. Mention the main subject, action, setting, and key visible objects.","A person in a red shirt is placing raw burger patties onto a black charcoal grill in a grassy backyard. The scene captures a casual outdoor cooking moment, with the grill lid resting nearby and the person’s hands actively arranging the meat.",0.35952699184417725,0.18489515781402588,42,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.022483497858047485,-0.001925826072692871,True,False
